name,profileUrl,url,desc,phone,fax,email,type,isPublic,publicHours,hasOnSiteTastingRoom,region,img,wines,id,White Wines,Red Wines,Other Types,Alvarinho,Barbera,Black Muscat,Blend - Bordeaux Style Red,Blend - Bordeaux Style White,Blend - Other Red,Blend - Other White,Blend - Proprietary Red,Blend - Proprietary White,Blend - Rhone Style Red,Blend - Rhone Style White,Cabernet Franc,Cabernet Sauvignon,Carmenere,Chardonnay,Chenin Blanc,Cider,Cinsault,Dolcetto,Folle Blanche/ Picpoul Blanc,Fruit,Fume Blanc,Gamay Noir,Gewurztraminer,Grenache Blanc,Grenache Noir,Gruner Veltliner,Late Harvest/Dessert/Ice Wine,Lemberger,Madeleine Angevine,Malbec,Marechal Foch,Mead,Merlot,Montepulciano,Mourvedre,Muller-Thurgau,Muscat Blanc,Muscat Canelli,Muscat Noir,Nebbiolo,Orange Muscat,Other,Petit Verdot,Petite Sirah,Pinot Blanc,Pinot Gris,Pinot Noir,Primitivo,Riesling,Rose,Roussanne,Sagrantino,Sake,Sangiovese,Sauvignon Blanc,Semillon,Siegerrebe,Sparkling,Sylvaner,Syrah,Tempranillo,Tinto Cao,Touriga Nacional,Viognier,Zinfandel
Ventimiglia Cellars,https://www.washingtonwine.org/wineries/ventimiglia-cellars/,,,,,,Winery,True,,,Other,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],1231,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Venture Cellars,https://www.washingtonwine.org/wineries/venture-cellars/,,,,,,Winery,True,Saturday 1-5 PM and Sundays be appointment only.  Please call 425.205.3847,1,Woodinville,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],19939,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Vessel Wines,https://www.washingtonwine.org/wineries/vessel-wines/,http://www.vesselwines.com,We service the Keg Wine Industry out of Woodinville WA.  ,,,,Winery,True,"Friday - 4:00pm to 10:00pm
Saturday - 4:00pm to 10:00pm
Sunday - Noon to 4:00pm
depending on attendees",,Woodinville,https://wswc-1290.kxcdn.com/_assets/3d5ca426ad66f44c8cfdc2a5627e7ea6/Vessel - logo1.jpg,[],17203,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Victor Alexander,https://www.washingtonwine.org/wineries/victor-alexander/,,,,,,Winery,True,"By appointment at the Winery
Wed -Sun-1PM -6 PM or By Appointment  at the tasting room on Madrone Lane in Winslow",,Olympic Peninsula / Islands,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],1369,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Villa Monaco,https://www.washingtonwine.org/wineries/villa-monaco/,www.villamonacowinery.com,"Founded in 2011, Villa Monaco, is a small production winery in the heart of Leavenworth, WA.",509-548-7216,509-548-7413,monacoscornerstore@gmail.com,Winery,True,"Open 7 days, 10AM -6PM",1,Leavenworth,https://wswc-1290.kxcdn.com/_assets/8b64431b5eb7d15e1d93f156d620bff4/VM 2014 Label Front_f4_12-20-13.jpg,"[{'objectName': '99ed10c7a4a62654d7a68645166e5d9a', 'name': '2011 Cabernet Sauvignon ', 'variety': 'Cabernet Sauvignon'}]",18535,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Vin du Lac Winery,https://www.washingtonwine.org/wineries/vin-du-lac-winery/,http://www.chelanwine.com,Winery features Tasting Room & farm to table Bistro open year-round. Located above beautiful Lake Chelan surrounded by orchard and vineyard.,509-682-2882,509-682-5797,info@vindulac.com,Winery,True,"Oct 10 -April; Tasting Daily 12-5pm; call for Bistro hours
May-October 9; Tasting Daily 2-5pm, Bistro 12-5pm Mon-Tues; 12-8pm Wed-Sun",1,Lake Chelan,https://wswc-1290.kxcdn.com/_assets/a18ad33079171cb9b335002669b3f26d/Label front No wine colorful.jpg,[],1236,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Vinaceus / Wine Boss,https://www.washingtonwine.org/wineries/vinaceus-wine-boss/,,,,,,Winery,False,,,,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],15286,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Vines for Humanity,https://www.washingtonwine.org/wineries/vines-for-humanity/,,,,,,Winery,False,,,Tri Cities,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],19614,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Vinesmith's Cellar,https://www.washingtonwine.org/wineries/vinesmiths-cellar/,,,,,,Winery,False,,,Other,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],1242,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Vino Aquino,https://www.washingtonwine.org/wineries/vino-aquino/,http://www.vinoaquino.com,,253-272-5511,,,Winery,True,Tueday-Saturday 12-6. Closed Sunday and Monday.,,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],1245,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Vintage Wine Estates,https://www.washingtonwine.org/wineries/vintage-wine-estates/,,,,,,Winery,False,,0,Tri Cities,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],20018,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Virginia Thomas Winery,https://www.washingtonwine.org/wineries/virginia-thomas-winery/,,,,,,Winery,False,,0,Wenatchee,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],20202,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Virtue Cellars Winery,https://www.washingtonwine.org/wineries/virtue-cellars/,http://www.virtuecellars.com,"Virtue Cellars is a family run winery located in the Richmond Beach neighborhood of Shoreline, producing hand-crafted Washington state wines of the highest quality. 100% Washington. 100% Virtue. Cheers!",206-930-8038,,info@virtuecellars.com,Winery,False,,0,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/12058f90f155e8389799731416b9fc80/Virtue_Logo.png,[],20205,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Viscon Cellars,https://www.washingtonwine.org/wineries/viscon-cellars/,,"We are a family owned boutique winery located in the heart of West Seattle. 
Our Tasting room is at 5910 California Ave SW Suite B.
We are a local winery centered in our community of West Seattle.",206-419-0468,,Ben@Visconcellars.com,Winery,True,"Friday's 5:00 - 9:00 PM
Saturday's 2:00 -7:00 PM 
And available for Private Events",1,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/24a3a1c8d9e00c1d5d54f67fb5e79c20/VisconCellars Web Image V2.JPG,[],18335,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Vital Winery,https://www.washingtonwine.org/wineries/art-inc/,,"Vital Winery is a non-profit business striving to provide better healthcare for workers in the Walla Walla wine industry. All profits from sales of Vital are donated to the S.O.S. Clinic in Walla Walla County. 

The S.O.S. Clinic is a free,...",,,,Winery,True,Open daily.,1,Walla Walla,https://wswc-1290.kxcdn.com/_assets/ceef1f4493e0c49aefeba8d5d7fe874c/Gifted Glass Brochure.jpg,"[{'objectName': '1078d70f8c28f72c9bba515d291d9d78', 'name': 'The Gifted', 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': 'd9b070dc325042d3bc3befe2e622ad69', 'name': 'Rose', 'variety': 'Rose'}, {'objectName': '5fca1b945b473676ed3bb41240c08154', 'name': 'Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}]",20051,0,2,1,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Vital Wines,https://www.washingtonwine.org/wineries/march-cellars/,,"Vital Wines is a non-profit winery whose profits go toward better healthcare for vineyard and winery workers in Washington.    Nearly everything is donated to Vital - corks, capsules, grapes, shipping supplies, you name it.  Our tasting room is...",,,,Winery,True,Open Daily,1,Walla Walla,https://wswc-1290.kxcdn.com/_assets/10c249636a667bfecdaf0d23c76b2c66/Vital Logo PNG.png,"[{'objectName': '2f6facfb71b0df76d96f8b084699f31d', 'name': 'Chardonnay', 'variety': 'Chardonnay'}, {'objectName': 'e193fdf5d13048fe108addc85adda6fd', 'name': 'Gratitude', 'variety': 'Blend - Proprietary Red'}, {'objectName': 'c868a579242e91bd0e6a7bf244ad479d', 'name': 'GSM', 'variety': 'Blend - Rhone Style Red'}]",20067,1,2,0,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Wahluke Wine Company,https://www.washingtonwine.org/wineries/wahluke-wine-company_1/,,,,,,Winery,False,,,,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],17457,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Wahluke Wine Company,https://www.washingtonwine.org/wineries/wahluke-wine-company/,,A custom crush winery providing winemaking services on a contract basis,509.932.0030,509.932.0010,,Winery,False,,,Other,https://wswc-1290.kxcdn.com/_assets/0c9d11fb6571e47696be8ee57f79a294/WahlukeSignSmall.jpg,[],1251,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Walla Squared LLC,https://www.washingtonwine.org/wineries/walla-squared-llc/,,,,,,Winery,False,,0,Walla Walla,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],20212,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Walla Walla Vintners,https://www.washingtonwine.org/wineries/walla-walla-vintners/,http://wallawallavintners.com,"Founded in 1995, Walla Walla Vintners is the Walla Walla Valley’s eighth bonded winery. Over the next two decades, the winery sought out the most renowned vineyards in the Columbia and Walla Walla Valleys. In 2008, the first estate planting...",509-525-4724,509-525-0524,info@wallawallavintners.com,Winery,True,"Wednesday-Saturday 10:00-5:00, Monday & Tuesday by Appointment Only",1,Walla Walla,https://wswc-1290.kxcdn.com/_assets/6f7067b61c558c07ac99543cc05d7069/WWV_LOGO_BlackandWhite480x480.jpg,"[{'objectName': 'd9cb3304cb680e9bc72a98d60bbeb150', 'name': '2014 Columbia Valley Cabernet Franc', 'variety': 'Cabernet Franc'}, {'objectName': '0bfaa07bab369ff39b22a4d9cd003564', 'name': '2013 Walla Walla Valley Estate Syrah', 'variety': 'Syrah'}, {'objectName': '7c1edd879d48dae2f35a895f5cbd4981', 'name': '2014 Columbia Valley Sangiovese', 'variety': 'Sangiovese'}, {'objectName': '6313449702e5b7bff15fdc1773fadaec', 'name': '2013 Walla Walla Valley Merlot', 'variety': 'Merlot'}, {'objectName': '15faec50d29632b8f7fe47123808fab1', 'name': '2013 Walla Walla Valley Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': '9b8a462253ab5047c9484e68e9afaa2c', 'name': '2013 Washington State Cuvée', 'variety': 'Blend - Bordeaux Style Red'}]",1257,0,6,0,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
Walla Walla Wine Services,https://www.washingtonwine.org/wineries/walla-walla-wine-services/,,,,,,Winery,False,,0,Walla Walla,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],20103,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Walter Clore Wine and Culinary Center,https://www.washingtonwine.org/wineries/walter-clore-wine-and-culinary-center/,http://www.theclorecenter.org,"The Walter Clore Wine and Culinary Center serves as a central gathering place for industry and consumers to discover Washington wine and agriculture through engaging events and innovative programs. At the Clore Center, we believe that Washington...",(509) 786-1000,,info@theclorecenter.org,Winery,True,Open Daily 11am-5pm,1,Prosser,https://wswc-1290.kxcdn.com/_assets/751bd8a722cdb9ccb258f6ebcffe1c7c/Walter Clore Center_Facebook Profile 4.png,[],7484,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Walter Dacon Wines,https://www.washingtonwine.org/wineries/walter-dacon-wines/,http://www.walterdaconwines.com,"While located in the Puget Sound AVA, Walter Dacon sources fruit from our vineyard partners in the Yakima and Columbia Valleys.",360-426-5913,360-426-0523,winemaker@walterdaconwines.com,Winery,True,Wed-Sun noon until 6PM,1,South Sound (Olympia Area),https://wswc-1290.kxcdn.com/_assets/21b783c5d3995f16ffbeef0c60bb928a/WD 2005 Syrah Magnifique supplemental label.jpg,"[{'objectName': '0206fed214b25ee40113d9c8f789cf9c', 'name': '2009 Skookum Red', 'variety': 'Blend - Proprietary Red'}]",1260,0,1,0,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Wanaka Winery,https://www.washingtonwine.org/wineries/wanaka-winery/,,,,,,Winery,False,,0,Walla Walla,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],20299,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Wapato Point Cellars,https://www.washingtonwine.org/wineries/wapato-point-cellars_1/,http://www.wapatopointcellars.com,"Our wines are made with an obsession with quality that begins in our local vineyards. The estate grapes are hand picked, sorted and crafted; this loving care, along with the cool climate of our beautiful valley, lends itself to growing the perfect wi",(509)687-4000,,info@wapatopointcellars.com,Winery,False,"Our hours change by the season.
Please call (509)687-4000 or visit our website.",1,Lake Chelan,https://wswc-1290.kxcdn.com/_assets/43e3e4a5aa0a3be37e8046ad50c360b8/black wpc logo with NO leaf.jpg,[],10838,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Ward Johnson Winery,https://www.washingtonwine.org/wineries/ward-johnson-winery/,http://www.wardjohnsonwinery.com,,206-284-2635 or 206-229-3421,,info@wardjohnsonwinery.com,Winery,True,"Saturdays and Sundays: 1:00- 5:00  By appointment and by chance if we are working in the cellar. 

Also open during weekday Paint Nite sessions.  5:30 - 8:30 pm

Other weekday hours vary.  Give us a call at 206.284.2635. 

See our website for more details.    www.wardjohnsonwinery.com",1,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/614c4cfed2dcf2b7b35cb88a1903c498/winery1.jpg,"[{'objectName': 'e84c7836ecafbe30244c4e4efa1d2a5f', 'name': 'Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': '976e69881d413469675f8504c9aa1dc2', 'name': 'Three Towers Red Wine', 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': '091f919fa1c4f8e5caaf044dab4d6789', 'name': 'Syrah', 'variety': 'Syrah'}, {'objectName': '603136c9718be82a4c861fd997024fb9', 'name': 'Merlot', 'variety': 'Merlot'}, {'objectName': '004238c6e5ea8bd94fa6c62d5e9a0e71', 'name': 'Counterbalance Chardonnay', 'variety': 'Chardonnay'}, {'objectName': '75df4f0dedd383a656a09552427aafaa', 'name': 'Petit Verdot', 'variety': 'Other'}]",1264,1,4,1,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Warm Springs Inn &amp; Winery,https://www.washingtonwine.org/wineries/warm-springs-inn-winery_1/,,,,,,Winery,False,,1,Wenatchee,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],20264,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Warr-King Wines LLC,https://www.washingtonwine.org/wineries/warr-king-wines-llc/,http://www.warr-kingwines.com,"We are a true boutique winery located in the heart of the Woodinville warehouse district. We offer carefully crafted, high quality, limited production wines. We seek out vineyards whose reputation for producing great fruit supports our desire to...",425-558-3994,,lisa@warr-kingwines.com,Winery,True,"Sat 12 PM - 5 PM, Sun 1 PM - 5PM
Visit our Facebook page for additonal hours and events: https://www.facebook.com/warrkingwines/",1,Woodinville,https://wswc-1290.kxcdn.com/_assets/5473fda173962717462f18e87a961d6f/WarrKingWinesLogo_Color.jpg,[],19687,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Washington Gold Cider,https://www.washingtonwine.org/wineries/washington-gold-cider/,http://www.washingtongoldcider.com,"Crisp, refreshing, and steeped in our family's rich apple-growing tradition, Washington Gold Cider is crafted from the best apples in the world. Farm fresh. Family-owned. Proudly made in Washington State. Washington Gold Cider...The world's best cide",(509)687-9463,,info@lakechelanwinery.com,Winery,False,Our hours vary by season. Please call (509)687-9463.,1,Lake Chelan,https://wswc-1290.kxcdn.com/_assets/a55fb7ca6f933a34a1695e72542d4b8e/ALT MB LOGO [FULL COLOR].jpg,[],19455,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Washington Hills,https://www.washingtonwine.org/wineries/washington-hills/,http://www.washingtonhills.com,,206.267.5252,206.267.5251,info@preceptbrands.com,Winery,False,,,Other,https://wswc-1290.kxcdn.com/_assets/2828c76e766a516f1cbfea7828a179c1/WA-Hills.jpg,"[{'objectName': '0cffb5a5d17e5754fdedc1c53f716f04', 'name': 'Washington Hills Late Harvest Sweet Riesling', 'variety': 'Riesling'}, {'objectName': 'cb266bd16eeb6be9ed1c5e2d1cf440c3', 'name': 'Washington Hills Late Harvest Moscato', 'variety': 'Other'}, {'objectName': 'b4ff0606e200a6e93312464b4970fcd9', 'name': 'Washington Hills Late Harvest Sweet Chardonnay', 'variety': 'Chardonnay'}, {'objectName': 'c4dfc284a5d322404306f1715659211b', 'name': 'Washington Hills Syrah', 'variety': 'Syrah'}, {'objectName': 'adf368ceefb8f7684331d3f6dece0fd0', 'name': 'Washington Hills Gewurztraminer', 'variety': 'Gewurztraminer'}, {'objectName': '4a0b34104a8906193e2c7b9a69aced24', 'name': 'Washington Hills Merlot', 'variety': 'Merlot'}, {'objectName': '60a15586ad6b360dd385a27258ad019a', 'name': 'Washington Hills Sauvignon Blanc', 'variety': 'Sauvignon Blanc'}, {'objectName': '9c552780cfe61ab9167ed48844d81379', 'name': 'Washington Hills Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': 'f997daa65d48bc2c6dcd893b78adaf2f', 'name': 'Washington Hills Sauvignon Blanc', 'variety': 'Sauvignon Blanc'}, {'objectName': '8137ba04f10fbe137a876aed34d8924b', 'name': 'Washington Hills Late Harvest Sweet Merlot', 'variety': 'Merlot'}, {'objectName': '102d638c9dd4a1fb9acf56f851b28ced', 'name': 'Washington Hills Riesling', 'variety': 'Riesling'}]",1267,6,4,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No
Washington Vintners,https://www.washingtonwine.org/wineries/washington-vintners_1/,,,,,,Winery,True,,,Other,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],1269,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Water from Wine,https://www.washingtonwine.org/wineries/water-from-wine/,https://www.waterfromwine.org,"Water from Wine is a 501(c)3 nonprofit organization, operating a vineyard and winery in Washington state. We grow grapes, partner with wineries to make wine, and then sell our wine online, at our winery and tasting rooms, and through several key...",(509) 832-0081,,jamie@waterfromwine.org,Winery,True,By appointment.,1,Horse Heaven Hills,https://wswc-1290.kxcdn.com/_assets/5d11ed11f1c835d995594eb684541560/WfW logo isolated FINAL.jpg,[],20173,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
